"","y"
"2017-01-01 12:40:00",29966.58228
"2017-01-01 12:50:00",29996.96203
"2017-01-01 13:00:00",30258.22785
"2017-01-01 13:10:00",30404.05063
"2017-01-01 13:20:00",30094.17722
"2017-01-01 13:30:00",30161.01266
"2017-01-01 13:40:00",30318.98734
"2017-01-01 13:50:00",30154.93671
"2017-01-01 14:00:00",29984.81013
"2017-01-01 14:10:00",30021.26582
"2017-01-01 14:20:00",30021.26582
"2017-01-01 14:30:00",29911.89873
"2017-01-01 14:40:00",29747.8481
"2017-01-01 14:50:00",29705.31646
"2017-01-01 15:00:00",29571.64557
"2017-01-01 15:10:00",29553.41772
"2017-01-01 15:20:00",29383.29114
"2017-01-01 15:30:00",29061.26582
"2017-01-01 15:40:00",28885.06329
"2017-01-01 15:50:00",28854.68354
"2017-01-01 16:00:00",28836.4557
"2017-01-01 16:10:00",28708.86076
"2017-01-01 16:20:00",28556.96203
"2017-01-01 16:30:00",28514.43038
"2017-01-01 16:40:00",28666.32911
"2017-01-01 16:50:00",29097.72152
"2017-01-01 17:00:00",29723.5443
"2017-01-01 17:10:00",30871.89873
"2017-01-01 17:20:00",32700.75949
"2017-01-01 17:30:00",35793.41772
"2017-01-01 17:40:00",38321.01266
"2017-01-01 17:50:00",39129.11392
"2017-01-01 18:00:00",39560.50633
"2017-01-01 18:10:00",39517.97468
"2017-01-01 18:20:00",39596.96203
"2017-01-01 18:30:00",39469.36709
"2017-01-01 18:40:00",39682.02532
"2017-01-01 18:50:00",39888.60759
"2017-01-01 19:00:00",39991.89873
"2017-01-01 19:10:00",40210.63291
"2017-01-01 19:20:00",40216.70886
"2017-01-01 19:30:00",40435.44304
"2017-01-01 19:40:00",40514.43038
"2017-01-01 19:50:00",40544.81013
"2017-01-01 20:00:00",40283.5443
"2017-01-01 20:10:00",40216.70886
"2017-01-01 20:20:00",40477.97468
"2017-01-01 20:30:00",40611.64557
"2017-01-01 20:40:00",40435.44304
"2017-01-01 20:50:00",40204.55696
"2017-01-01 21:00:00",39584.81013
"2017-01-01 21:10:00",39274.93671
"2017-01-01 21:20:00",39141.26582
"2017-01-01 21:30:00",38643.03797
"2017-01-01 21:40:00",38011.13924
"2017-01-01 21:50:00",37622.27848
"2017-01-01 22:00:00",36953.92405
"2017-01-01 22:10:00",36394.93671
"2017-01-01 22:20:00",35289.11392
"2017-01-01 22:30:00",34438.48101
"2017-01-01 22:40:00",33678.98734
"2017-01-01 22:50:00",33077.46835
"2017-01-01 23:00:00",32117.46835
"2017-01-01 23:10:00",31357.97468
"2017-01-01 23:20:00",30701.77215
"2017-01-01 23:30:00",29681.01266
"2017-01-01 23:40:00",28830.37975
"2017-01-01 23:50:00",27748.86076
"2017-01-02 00:00:00",26703.79747
"2017-01-02 00:10:00",26169.11392
"2017-01-02 00:20:00",25622.27848
"2017-01-02 00:30:00",24972.1519
"2017-01-02 00:40:00",24437.46835
"2017-01-02 00:50:00",23914.93671
"2017-01-02 01:00:00",23629.36709
"2017-01-02 01:10:00",23118.98734
"2017-01-02 01:20:00",22736.20253
"2017-01-02 01:30:00",22049.62025
"2017-01-02 01:40:00",21855.18987
"2017-01-02 01:50:00",21685.06329
"2017-01-02 02:00:00",21533.16456
"2017-01-02 02:10:00",21107.8481
"2017-01-02 02:20:00",20986.32911
"2017-01-02 02:30:00",20725.06329
"2017-01-02 02:40:00",20889.11392
"2017-01-02 02:50:00",20433.41772
"2017-01-02 03:00:00",20372.65823
"2017-01-02 03:10:00",20135.6962
"2017-01-02 03:20:00",20129.62025
"2017-01-02 03:30:00",20117.46835
"2017-01-02 03:40:00",20087.08861
"2017-01-02 03:50:00",19740.75949
"2017-01-02 04:00:00",19831.89873
"2017-01-02 04:10:00",19989.87342
"2017-01-02 04:20:00",20166.07595
"2017-01-02 04:30:00",20214.68354
"2017-01-02 04:40:00",20141.77215
"2017-01-02 04:50:00",20056.70886
"2017-01-02 05:00:00",20257.21519
"2017-01-02 05:10:00",20500.25316
"2017-01-02 05:20:00",20712.91139
"2017-01-02 05:30:00",20810.12658
"2017-01-02 05:40:00",21041.01266
"2017-01-02 05:50:00",21709.36709
"2017-01-02 06:00:00",22742.27848
"2017-01-02 06:10:00",22948.86076
"2017-01-02 06:20:00",23258.73418
"2017-01-02 06:30:00",23471.39241
"2017-01-02 06:40:00",23653.67089
"2017-01-02 06:50:00",23769.11392
"2017-01-02 07:00:00",23380.25316
"2017-01-02 07:10:00",23033.92405
"2017-01-02 07:20:00",22803.03797
"2017-01-02 07:30:00",23082.53165
"2017-01-02 07:40:00",22803.03797
"2017-01-02 07:50:00",22268.35443
"2017-01-02 08:00:00",22742.27848
"2017-01-02 08:10:00",23526.07595
"2017-01-02 08:20:00",24340.25316
"2017-01-02 08:30:00",24881.01266
"2017-01-02 08:40:00",25190.88608
"2017-01-02 08:50:00",25531.13924
"2017-01-02 09:00:00",25980.75949
"2017-01-02 09:10:00",23495.6962
"2017-01-02 09:20:00",23629.36709
"2017-01-02 09:30:00",24006.07595
"2017-01-02 09:40:00",24771.64557
"2017-01-02 09:50:00",25148.35443
"2017-01-02 10:00:00",25518.98734
"2017-01-02 10:10:00",25695.18987
"2017-01-02 10:20:00",26351.39241
"2017-01-02 10:30:00",26667.34177
"2017-01-02 10:40:00",26794.93671
"2017-01-02 10:50:00",27281.01266
"2017-01-02 11:00:00",27645.56962
"2017-01-02 11:10:00",27773.16456
"2017-01-02 11:20:00",27894.68354
"2017-01-02 11:30:00",28532.65823
"2017-01-02 11:40:00",28818.22785
"2017-01-02 11:50:00",28684.55696
"2017-01-02 12:00:00",28939.74684
"2017-01-02 12:10:00",29152.40506
"2017-01-02 12:20:00",29674.93671
"2017-01-02 12:30:00",29826.83544
"2017-01-02 12:40:00",29905.82278
"2017-01-02 12:50:00",29990.88608
"2017-01-02 13:00:00",29966.58228
"2017-01-02 13:10:00",29881.51899
"2017-01-02 13:20:00",29760
"2017-01-02 13:30:00",29292.1519
"2017-01-02 13:40:00",29140.25316
"2017-01-02 13:50:00",28872.91139
"2017-01-02 14:00:00",28672.40506
"2017-01-02 14:10:00",28502.27848
"2017-01-02 14:20:00",28684.55696
"2017-01-02 14:30:00",28617.72152
"2017-01-02 14:40:00",28635.94937
"2017-01-02 14:50:00",28556.96203
"2017-01-02 15:00:00",28721.01266
"2017-01-02 15:10:00",28696.70886
"2017-01-02 15:20:00",29049.11392
"2017-01-02 15:30:00",29255.6962
"2017-01-02 15:40:00",29012.65823
"2017-01-02 15:50:00",29091.64557
"2017-01-02 16:00:00",29030.88608
"2017-01-02 16:10:00",29267.8481
"2017-01-02 16:20:00",29480.50633
"2017-01-02 16:30:00",30161.01266
"2017-01-02 16:40:00",31011.64557
"2017-01-02 16:50:00",31029.87342
"2017-01-02 17:00:00",32390.88608
"2017-01-02 17:10:00",33685.06329
"2017-01-02 17:20:00",35659.74684
"2017-01-02 17:30:00",38187.34177
"2017-01-02 17:40:00",40648.10127
"2017-01-02 17:50:00",41565.56962
"2017-01-02 18:00:00",41644.55696
"2017-01-02 18:10:00",41814.68354
"2017-01-02 18:20:00",41766.07595
"2017-01-02 18:30:00",41753.92405
"2017-01-02 18:40:00",41808.60759
"2017-01-02 18:50:00",41699.24051
"2017-01-02 19:00:00",41280
"2017-01-02 19:10:00",41583.79747
"2017-01-02 19:20:00",41851.13924
"2017-01-02 19:30:00",41608.10127
"2017-01-02 19:40:00",41395.44304
"2017-01-02 19:50:00",41273.92405
"2017-01-02 20:00:00",40939.74684
"2017-01-02 20:10:00",41249.62025
"2017-01-02 20:20:00",41316.4557
"2017-01-02 20:30:00",41182.78481
"2017-01-02 20:40:00",41061.26582
"2017-01-02 20:50:00",40830.37975
"2017-01-02 21:00:00",40830.37975
"2017-01-02 21:10:00",40356.4557
"2017-01-02 21:20:00",39797.46835
"2017-01-02 21:30:00",39116.96203
"2017-01-02 21:40:00",38564.05063
"2017-01-02 21:50:00",38102.27848
"2017-01-02 22:00:00",37792.40506
"2017-01-02 22:10:00",37117.97468
"2017-01-02 22:20:00",36218.73418
"2017-01-02 22:30:00",35191.89873
"2017-01-02 22:40:00",34754.43038
"2017-01-02 22:50:00",33909.87342
"2017-01-02 23:00:00",32785.82278
"2017-01-02 23:10:00",31916.96203
"2017-01-02 23:20:00",30252.1519
"2017-01-02 23:30:00",29346.83544
"2017-01-02 23:40:00",28593.41772
"2017-01-02 23:50:00",27779.24051
"2017-01-03 00:00:00",26661.26582
"2017-01-03 00:10:00",26150.88608
"2017-01-03 00:20:00",25433.92405
"2017-01-03 00:30:00",24947.8481
"2017-01-03 00:40:00",24540.75949
"2017-01-03 00:50:00",23884.55696
"2017-01-03 01:00:00",23422.78481
"2017-01-03 01:10:00",23222.27848
"2017-01-03 01:20:00",22766.58228
"2017-01-03 01:30:00",22365.56962
"2017-01-03 01:40:00",22098.22785
"2017-01-03 01:50:00",21946.32911
"2017-01-03 02:00:00",21691.13924
"2017-01-03 02:10:00",21575.6962
"2017-01-03 02:20:00",21502.78481
"2017-01-03 02:30:00",21332.65823
"2017-01-03 02:40:00",21059.24051
"2017-01-03 02:50:00",21065.31646
"2017-01-03 03:00:00",20980.25316
"2017-01-03 03:10:00",20931.64557
"2017-01-03 03:20:00",20658.22785
"2017-01-03 03:30:00",20226.83544
"2017-01-03 03:40:00",20220.75949
"2017-01-03 03:50:00",20330.12658
"2017-01-03 04:00:00",20202.53165
"2017-01-03 04:10:00",19989.87342
"2017-01-03 04:20:00",19989.87342
"2017-01-03 04:30:00",20087.08861
"2017-01-03 04:40:00",20129.62025
"2017-01-03 04:50:00",20299.74684
"2017-01-03 05:00:00",20390.88608
"2017-01-03 05:10:00",20500.25316
"2017-01-03 05:20:00",20755.44304
"2017-01-03 05:30:00",20986.32911
"2017-01-03 05:40:00",21454.17722
"2017-01-03 05:50:00",22122.53165
"2017-01-03 06:00:00",22954.93671
"2017-01-03 06:10:00",23605.06329
"2017-01-03 06:20:00",24255.18987
"2017-01-03 06:30:00",24656.20253
"2017-01-03 06:40:00",24552.91139
"2017-01-03 06:50:00",24607.59494
"2017-01-03 07:00:00",24534.68354
"2017-01-03 07:10:00",24662.27848
"2017-01-03 07:20:00",24534.68354
"2017-01-03 07:30:00",24151.89873
"2017-01-03 07:40:00",23811.64557
"2017-01-03 07:50:00",23532.1519
"2017-01-03 08:00:00",23884.55696
"2017-01-03 08:10:00",24522.53165
"2017-01-03 08:20:00",24874.93671
"2017-01-03 08:30:00",25251.64557
"2017-01-03 08:40:00",25871.39241
"2017-01-03 08:50:00",26466.83544
"2017-01-03 09:00:00",27135.18987
"2017-01-03 09:10:00",27997.97468
"2017-01-03 09:20:00",28107.34177
"2017-01-03 09:30:00",28417.21519
"2017-01-03 09:40:00",29085.56962
"2017-01-03 09:50:00",29383.29114
"2017-01-03 10:00:00",30057.72152
"2017-01-03 10:10:00",30756.4557
"2017-01-03 10:20:00",30932.65823
"2017-01-03 10:30:00",31272.91139
"2017-01-03 10:40:00",31844.05063
"2017-01-03 10:50:00",32281.51899
"2017-01-03 11:00:00",32749.36709
"2017-01-03 11:10:00",32974.17722
"2017-01-03 11:20:00",33004.55696
"2017-01-03 11:30:00",33217.21519
"2017-01-03 11:40:00",33332.65823
"2017-01-03 11:50:00",33113.92405
"2017-01-03 12:00:00",33168.60759
"2017-01-03 12:10:00",33751.89873
"2017-01-03 12:20:00",34019.24051
"2017-01-03 12:30:00",34116.4557
"2017-01-03 12:40:00",34468.86076
"2017-01-03 12:50:00",34468.86076
"2017-01-03 13:00:00",34341.26582
"2017-01-03 13:10:00",33964.55696
"2017-01-03 13:20:00",33502.78481
"2017-01-03 13:30:00",33302.27848
"2017-01-03 13:40:00",33356.96203
"2017-01-03 13:50:00",33271.89873
"2017-01-03 14:00:00",32627.8481
"2017-01-03 14:10:00",32694.68354
"2017-01-03 14:20:00",32366.58228
"2017-01-03 14:30:00",32269.36709
"2017-01-03 14:40:00",32293.67089
"2017-01-03 14:50:00",32208.60759
"2017-01-03 15:00:00",32251.13924
"2017-01-03 15:10:00",32567.08861
"2017-01-03 15:20:00",32366.58228
"2017-01-03 15:30:00",32336.20253
"2017-01-03 15:40:00",32257.21519
"2017-01-03 15:50:00",31983.79747
"2017-01-03 16:00:00",31777.21519
"2017-01-03 16:10:00",31874.43038
"2017-01-03 16:20:00",31740.75949
"2017-01-03 16:30:00",32196.4557
"2017-01-03 16:40:00",32263.29114
"2017-01-03 16:50:00",32688.60759
"2017-01-03 17:00:00",33241.51899
"2017-01-03 17:10:00",34669.36709
"2017-01-03 17:20:00",36200.50633
"2017-01-03 17:30:00",39062.27848
"2017-01-03 17:40:00",41486.58228
"2017-01-03 17:50:00",42312.91139
"2017-01-03 18:00:00",42495.18987
"2017-01-03 18:10:00",42750.37975
"2017-01-03 18:20:00",42871.89873
"2017-01-03 18:30:00",42993.41772
"2017-01-03 18:40:00",42823.29114
"2017-01-03 18:50:00",42677.46835
"2017-01-03 19:00:00",42434.43038
"2017-01-03 19:10:00",42671.39241
"2017-01-03 19:20:00",42720
"2017-01-03 19:30:00",42689.62025
"2017-01-03 19:40:00",42476.96203
"2017-01-03 19:50:00",42288.60759
"2017-01-03 20:00:00",41960.50633
"2017-01-03 20:10:00",42416.20253
"2017-01-03 20:20:00",42519.49367
"2017-01-03 20:30:00",42318.98734
"2017-01-03 20:40:00",42221.77215
"2017-01-03 20:50:00",42033.41772
"2017-01-03 21:00:00",41571.64557
"2017-01-03 21:10:00",40970.12658
"2017-01-03 21:20:00",40490.12658
"2017-01-03 21:30:00",39870.37975
"2017-01-03 21:40:00",39347.8481
"2017-01-03 21:50:00",38916.4557
"2017-01-03 22:00:00",37962.53165
"2017-01-03 22:10:00",37300.25316
"2017-01-03 22:20:00",36565.06329
"2017-01-03 22:30:00",35750.88608
"2017-01-03 22:40:00",34535.6962
"2017-01-03 22:50:00",33654.68354
"2017-01-03 23:00:00",32457.72152
"2017-01-03 23:10:00",31686.07595
"2017-01-03 23:20:00",30847.59494
"2017-01-03 23:30:00",30063.79747
"2017-01-03 23:40:00",29298.22785
"2017-01-03 23:50:00",28550.88608
"2017-01-04 00:00:00",27657.72152
"2017-01-04 00:10:00",27153.41772
"2017-01-04 00:20:00",26442.53165
"2017-01-04 00:30:00",26053.67089
"2017-01-04 00:40:00",25525.06329
"2017-01-04 00:50:00",24795.94937
"2017-01-04 01:00:00",23975.6962
"2017-01-04 01:10:00",23562.53165
"2017-01-04 01:20:00",23179.74684
"2017-01-04 01:30:00",23076.4557
"2017-01-04 01:40:00",22918.48101
"2017-01-04 01:50:00",22772.65823
"2017-01-04 02:00:00",22450.63291
"2017-01-04 02:10:00",22237.97468
"2017-01-04 02:20:00",22086.07595
"2017-01-04 02:30:00",21751.89873
"2017-01-04 02:40:00",21770.12658
"2017-01-04 02:50:00",21745.82278
"2017-01-04 03:00:00",21569.62025
"2017-01-04 03:10:00",21393.41772
"2017-01-04 03:20:00",21229.36709
"2017-01-04 03:30:00",21113.92405
"2017-01-04 03:40:00",21363.03797
"2017-01-04 03:50:00",21308.35443
"2017-01-04 04:00:00",21120
"2017-01-04 04:10:00",21053.16456
"2017-01-04 04:20:00",20378.73418
"2017-01-04 04:30:00",19479.49367
"2017-01-04 04:40:00",19746.83544
"2017-01-04 04:50:00",19661.77215
"2017-01-04 05:00:00",19746.83544
"2017-01-04 05:10:00",20087.08861
"2017-01-04 05:20:00",21533.16456
"2017-01-04 05:30:00",21818.73418
"2017-01-04 05:40:00",22049.62025
"2017-01-04 05:50:00",22869.87342
"2017-01-04 06:00:00",23696.20253
"2017-01-04 06:10:00",23878.48101
"2017-01-04 06:20:00",24309.87342
"2017-01-04 06:30:00",24346.32911
"2017-01-04 06:40:00",24716.96203
"2017-01-04 06:50:00",24716.96203
"2017-01-04 07:00:00",24972.1519
"2017-01-04 07:10:00",24911.39241
"2017-01-04 07:20:00",24443.5443
"2017-01-04 07:30:00",24030.37975
"2017-01-04 07:40:00",23763.03797
"2017-01-04 07:50:00",23605.06329
"2017-01-04 08:00:00",24066.83544
"2017-01-04 08:10:00",24637.97468
"2017-01-04 08:20:00",24990.37975
"2017-01-04 08:30:00",25482.53165
"2017-01-04 08:40:00",26041.51899
"2017-01-04 08:50:00",26472.91139
"2017-01-04 09:00:00",26849.62025
"2017-01-04 09:10:00",27706.32911
"2017-01-04 09:20:00",28441.51899
"2017-01-04 09:30:00",28891.13924
"2017-01-04 09:40:00",29122.02532
"2017-01-04 09:50:00",28599.49367
"2017-01-04 10:00:00",29122.02532
"2017-01-04 10:10:00",29134.17722
"2017-01-04 10:20:00",29899.74684
"2017-01-04 10:30:00",30507.34177
"2017-01-04 10:40:00",30932.65823
"2017-01-04 10:50:00",31266.83544
"2017-01-04 11:00:00",31485.56962
"2017-01-04 11:10:00",31777.21519
"2017-01-04 11:20:00",32111.39241
"2017-01-04 11:30:00",32615.6962
"2017-01-04 11:40:00",34444.55696
"2017-01-04 11:50:00",34438.48101
"2017-01-04 12:00:00",33873.41772
"2017-01-04 12:10:00",33988.86076
"2017-01-04 12:20:00",34158.98734
"2017-01-04 12:30:00",34444.55696
"2017-01-04 12:40:00",34256.20253
"2017-01-04 12:50:00",34116.4557
"2017-01-04 13:00:00",33855.18987
"2017-01-04 13:10:00",33703.29114
"2017-01-04 13:20:00",33593.92405
"2017-01-04 13:30:00",33180.75949
"2017-01-04 13:40:00",32870.88608
"2017-01-04 13:50:00",32810.12658
"2017-01-04 14:00:00",32676.4557
"2017-01-04 14:10:00",32433.41772
"2017-01-04 14:20:00",32342.27848
"2017-01-04 14:30:00",32506.32911
"2017-01-04 14:40:00",32706.83544
"2017-01-04 14:50:00",32488.10127
"2017-01-04 15:00:00",32475.94937
"2017-01-04 15:10:00",32591.39241
"2017-01-04 15:20:00",32336.20253
"2017-01-04 15:30:00",32220.75949
"2017-01-04 15:40:00",32293.67089
"2017-01-04 15:50:00",31983.79747
"2017-01-04 16:00:00",31552.40506
"2017-01-04 16:10:00",31406.58228
"2017-01-04 16:20:00",31613.16456
"2017-01-04 16:30:00",31692.1519
"2017-01-04 16:40:00",31752.91139
"2017-01-04 16:50:00",31673.92405
"2017-01-04 17:00:00",32166.07595
"2017-01-04 17:10:00",33277.97468
"2017-01-04 17:20:00",35513.92405
"2017-01-04 17:30:00",38339.24051
"2017-01-04 17:40:00",41182.78481
"2017-01-04 17:50:00",42179.24051
"2017-01-04 18:00:00",42938.73418
"2017-01-04 18:10:00",43309.36709
"2017-01-04 18:20:00",43485.56962
"2017-01-04 18:30:00",43133.16456
"2017-01-04 18:40:00",43242.53165
"2017-01-04 18:50:00",43187.8481
"2017-01-04 19:00:00",43163.5443
"2017-01-04 19:10:00",43145.31646
"2017-01-04 19:20:00",43388.35443
"2017-01-04 19:30:00",42592.40506
"2017-01-04 19:40:00",42203.5443
"2017-01-04 19:50:00",42397.97468
"2017-01-04 20:00:00",42197.46835
"2017-01-04 20:10:00",42501.26582
"2017-01-04 20:20:00",42774.68354
"2017-01-04 20:30:00",42653.16456
"2017-01-04 20:40:00",42337.21519
"2017-01-04 20:50:00",41832.91139
"2017-01-04 21:00:00",41456.20253
"2017-01-04 21:10:00",41055.18987
"2017-01-04 21:20:00",40721.01266
"2017-01-04 21:30:00",40210.63291
"2017-01-04 21:40:00",39293.16456
"2017-01-04 21:50:00",38624.81013
"2017-01-04 22:00:00",38357.46835
"2017-01-04 22:10:00",37531.13924
"2017-01-04 22:20:00",37026.83544
"2017-01-04 22:30:00",36188.35443
"2017-01-04 22:40:00",35064.3038
"2017-01-04 22:50:00",34323.03797
"2017-01-04 23:00:00",33302.27848
"2017-01-04 23:10:00",32342.27848
"2017-01-04 23:20:00",31339.74684
"2017-01-04 23:30:00",30343.29114
"2017-01-04 23:40:00",29595.94937
"2017-01-04 23:50:00",28708.86076
"2017-01-05 00:00:00",27663.79747
"2017-01-05 00:10:00",26715.94937
"2017-01-05 00:20:00",26205.56962
"2017-01-05 00:30:00",25622.27848
"2017-01-05 00:40:00",25130.12658
"2017-01-05 00:50:00",24540.75949
"2017-01-05 01:00:00",24121.51899
"2017-01-05 01:10:00",23811.64557
"2017-01-05 01:20:00",23398.48101
"2017-01-05 01:30:00",23021.77215
"2017-01-05 01:40:00",21745.82278
"2017-01-05 01:50:00",21253.67089
"2017-01-05 02:00:00",20937.72152
"2017-01-05 02:10:00",21435.94937
"2017-01-05 02:20:00",21994.93671
"2017-01-05 02:30:00",21757.97468
"2017-01-05 02:40:00",21502.78481
"2017-01-05 02:50:00",21393.41772
"2017-01-05 03:00:00",21302.27848
"2017-01-05 03:10:00",21356.96203
"2017-01-05 03:20:00",21022.78481
"2017-01-05 03:30:00",21010.63291
"2017-01-05 03:40:00",20870.88608
"2017-01-05 03:50:00",20889.11392
"2017-01-05 04:00:00",20876.96203
"2017-01-05 04:10:00",20846.58228
"2017-01-05 04:20:00",20737.21519
"2017-01-05 04:30:00",20834.43038
"2017-01-05 04:40:00",20949.87342
"2017-01-05 04:50:00",20943.79747
"2017-01-05 05:00:00",21144.3038
"2017-01-05 05:10:00",21247.59494
"2017-01-05 05:20:00",21442.02532
"2017-01-05 05:30:00",21557.46835
"2017-01-05 05:40:00",21922.02532
"2017-01-05 05:50:00",22402.02532
"2017-01-05 06:00:00",23179.74684
"2017-01-05 06:10:00",23598.98734
"2017-01-05 06:20:00",23750.88608
"2017-01-05 06:30:00",24224.81013
"2017-01-05 06:40:00",24583.29114
"2017-01-05 06:50:00",24613.67089
"2017-01-05 07:00:00",24431.39241
"2017-01-05 07:10:00",24771.64557
"2017-01-05 07:20:00",24328.10127
"2017-01-05 07:30:00",24419.24051
"2017-01-05 07:40:00",24103.29114
"2017-01-05 07:50:00",23817.72152
"2017-01-05 08:00:00",24121.51899
"2017-01-05 08:10:00",24558.98734
"2017-01-05 08:20:00",25312.40506
"2017-01-05 08:30:00",25725.56962
"2017-01-05 08:40:00",26053.67089
"2017-01-05 08:50:00",26223.79747
"2017-01-05 09:00:00",27153.41772
"2017-01-05 09:10:00",27572.65823
"2017-01-05 09:20:00",28064.81013
"2017-01-05 09:30:00",29000.50633
"2017-01-05 09:40:00",29194.93671
"2017-01-05 09:50:00",29474.43038
"2017-01-05 10:00:00",29589.87342
"2017-01-05 10:10:00",29766.07595
"2017-01-05 10:20:00",30416.20253
"2017-01-05 10:30:00",31218.22785
"2017-01-05 10:40:00",31552.40506
"2017-01-05 10:50:00",31904.81013
"2017-01-05 11:00:00",31989.87342
"2017-01-05 11:10:00",32293.67089
"2017-01-05 11:20:00",32494.17722
"2017-01-05 11:30:00",32773.67089
"2017-01-05 11:40:00",32907.34177
"2017-01-05 11:50:00",32791.89873
"2017-01-05 12:00:00",32682.53165
"2017-01-05 12:10:00",33144.3038
"2017-01-05 12:20:00",33642.53165
"2017-01-05 12:30:00",33770.12658
"2017-01-05 12:40:00",33417.72152
"2017-01-05 12:50:00",33618.22785
"2017-01-05 13:00:00",33514.93671
"2017-01-05 13:10:00",33903.79747
"2017-01-05 13:20:00",33691.13924
"2017-01-05 13:30:00",33593.92405
"2017-01-05 13:40:00",33575.6962
"2017-01-05 13:50:00",33211.13924
"2017-01-05 14:00:00",33022.78481
"2017-01-05 14:10:00",33016.70886
"2017-01-05 14:20:00",32822.27848
"2017-01-05 14:30:00",32554.93671
"2017-01-05 14:40:00",32457.72152
"2017-01-05 14:50:00",32299.74684
"2017-01-05 15:00:00",32135.6962
"2017-01-05 15:10:00",32208.60759
"2017-01-05 15:20:00",31929.11392
"2017-01-05 15:30:00",31801.51899
"2017-01-05 15:40:00",32020.25316
"2017-01-05 15:50:00",31862.27848
"2017-01-05 16:00:00",31661.77215
"2017-01-05 16:10:00",31692.1519
"2017-01-05 16:20:00",31649.62025
"2017-01-05 16:30:00",31418.73418
"2017-01-05 16:40:00",31740.75949
"2017-01-05 16:50:00",32117.46835
"2017-01-05 17:00:00",32463.79747
"2017-01-05 17:10:00",33612.1519
"2017-01-05 17:20:00",35775.18987
"2017-01-05 17:30:00",38813.16456
"2017-01-05 17:40:00",41140.25316
"2017-01-05 17:50:00",42580.25316
"2017-01-05 18:00:00",43248.60759
"2017-01-05 18:10:00",43333.67089
"2017-01-05 18:20:00",43661.77215
"2017-01-05 18:30:00",43831.89873
"2017-01-05 18:40:00",43716.4557
"2017-01-05 18:50:00",43643.5443
"2017-01-05 19:00:00",43704.3038
"2017-01-05 19:10:00",43710.37975
"2017-01-05 19:20:00",43819.74684
"2017-01-05 19:30:00",43236.4557
"2017-01-05 19:40:00",43072.40506
"2017-01-05 19:50:00",42829.36709
"2017-01-05 20:00:00",42914.43038
"2017-01-05 20:10:00",43048.10127
"2017-01-05 20:20:00",43187.8481
"2017-01-05 20:30:00",43102.78481
